	BLOCKID10	First_POI	Second_POI	Third_POI	Fourth_POI	Fifth_POI	ARPCIncome	ARPerHEdu	ARPerWork	ARPerRMI5L	ARPer3MU	ARPopDen	ARPerAA	ARHeteInx	ARPerM1724	ARPerHOwn	ARPerSF	NIBRSclass	Place2	Report_Dat	Street_Nam
47	371190047001015	BLACKFINN CLT LLC	CONCRETE STRATEGIES LLC	FLAHERTY & COLLINS CONSTRUCTION	THE RITZ CARLTON HOTEL COMPANY LLC	ILLUM'E	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Pocket-Picking	Bar/Tavern/Nightclub	09-0x	TRADE
48	371190053011000	AMERICAS BEST VALUE INN	SLAYTON COMPUTERS	MCDONALDS	hotels	BENCHMARK DENTAL LABRATORIES	inc-4/15	edu-5/15	empl-5/15	lt5y-13/15	3mu-11/12	popden-14/15	afro-7/13	hetero-13/14	youngm-11/14	own-5/15	sinpar-12/15	Pocket-Picking	Hotel/Motel	09-0x	REAGAN
49	371190004001007	STADIUM CLEANING SERVICES	PANTHERS STADIUM LLC	STADIUM FOOD & BEVERAGE INC	ELI'S CATERING	CAROLINA PANTHERS	inc-14/15	edu-2/15	empl-15/15	lt5y-14/15	3mu-11/12	popden-1/15	afro-5/13	hetero-12/14	youngm-13/14	own-6/15	sinpar-4/15	Pocket-Picking	Stadium/Arena	09-1x	MINT
50	371190015043007	MARK CARDEN PAINTING	WILLOW RIDGE LLC	WEEPING WILLOW AME ZION CHURCH	HAM'S CUSTOM MASONRY CO	GREATER PROVIDENCE BAPTIST CHR	inc-3/15	edu-9/15	empl-3/15	lt5y-11/15	3mu-8/12	popden-11/15	afro-9/13	hetero-7/14	youngm-5/14	own-3/15	sinpar-14/15	Pocket-Picking	Private Residence	09-1x	TIPPERARY
51	371190030161000	PROVIDENCE HIGH SCHOOL	CHRISTOPHER CHARLES KUPEC	LEGACY ARBORETUM	SHAKLEE DISTRIBUTOR	PROVIDENCE COURT	inc-11/15	edu-11/15	empl-7/15	lt5y-13/15	3mu-10/12	popden-10/15	afro-4/13	hetero-11/14	youngm-6/14	own-2/15	sinpar-6/15	Pocket-Picking	School - Primary or Secondary	09-2x	PINEVILLE-MATTHEWS
52	371190039022004	CHRISTIAN MISSION BAPTIST CHR	WEST BOULEVARD TIRE	HOT DOG WORLD	PAR-BUSTERS GOLF GROUP	SHILOH BAPTIST CHURCH	inc-2/15	edu-14/15	empl-4/15	lt5y-12/15	3mu-9/12	popden-10/15	afro-13/13	hetero-1/14	youngm-12/14	own-7/15	sinpar-8/15	Pocket-Picking	Private Residence	10-0x	ELMIN
53	371190012002003	LIFESPAN EDUCATIONAL SERVICES	MERRY OAKS ELEMENTARY SCHOOL	A-1 DOOR SERVICES LLC	AZTEC APARTMENTS	EASTWAY BAPTIST CHURCH	inc-9/15	edu-3/15	empl-10/15	lt5y-4/15	3mu-9/12	popden-6/15	afro-3/13	hetero-6/14	youngm-4/14	own-10/15	sinpar-6/15	Pocket-Picking	School - Primary or Secondary	10-0x	DRAPER
54	371190006002032	PRESBYTERIAN HOMECARE-HOSPICE	CARNEGIE & MILLER PA	FAIRFAX PUBLISHING CO INC	FIELD J ELLIOTT	GLENN M WOOLF PA	inc-11/15	edu-10/15	empl-14/15	lt5y-12/15	3mu-12/12	popden-15/15	afro-11/13	hetero-4/14	youngm-10/14	own-1/15	sinpar-1/15	Pocket-Picking	Office	10-1x	MCDOWELL
55	371190011001010	BRIGHTWASH COIN LAUNDRY	TRACY L GREGG INC	AUTOMOTIVE DISTRIBUTORS INC	D L PHILLIPS CO	CHASE ON COMMONWEALTH	inc-12/15	edu-6/15	empl-14/15	lt5y-4/15	3mu-6/12	popden-6/15	afro-1/13	hetero-2/14	youngm-7/14	own-6/15	sinpar-4/15	Pocket-Picking	Street/Highway	10-1x	COMMONWEALTH
56	371190001001020	B B & T	TINDER BOX	B B & T	BANC OF AMERICA SECURITIES LLC	TOP SHOE SERVICE INC	inc-15/15	edu-1/15	empl-15/15	lt5y-14/15	3mu-11/12	popden-1/15	afro-1/13	hetero-12/14	youngm-13/14	own-12/15	sinpar-4/15	Pocket-Picking	Other - Open Area	10-2x	COLLEGE
57	371190040001001	HARDING UNIVERSITY HIGH SCHOOL	CHURCH OF THE LIVING WATERS	J M TILE & MORE CORP	FIRST WESLEYAN CHURCH	SPECIALTY BUILDERS	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-7/15	sinpar-13/15	Pocket-Picking	School - Primary or Secondary	10-2x	ALLEGHANY
58	371190005001006	INTERNATIONAL CUSTOM CLOTHING	WASH HATEM NELSON ARCHITECTS	TOMMI LONG JONES TALENT AGENCY	ALEXANDER MICHAELS	COLEMAN LEW & ASSOCIATES INC	inc-12/15	edu-14/15	empl-14/15	lt5y-10/15	3mu-12/12	popden-15/15	afro-6/13	hetero-2/14	youngm-13/14	own-12/15	sinpar-7/15	Pocket-Picking	Other - Residential	10-2x	10TH
59	371190001001020	hotels	CENTER CITY HOTEL PARTNERS LP	HOTEL PARKING MANAGEMENT INC	ALLEN TATE COMPANY INC	drinking	inc-15/15	edu-1/15	empl-15/15	lt5y-14/15	3mu-11/12	popden-1/15	afro-1/13	hetero-12/14	youngm-13/14	own-12/15	sinpar-4/15	Pocket-Picking	Hotel/Motel	10-2x	COLLEGE
60	371190014001006	NORTHMORE PROPERTIES INC	INLAND SEAFOOD (A CORP)	BLUE RIDGE RECYCLING	LYF TYM BUILDING PRODUCTS CO INC	K C I INC	inc-10/15	edu-4/15	empl-9/15	lt5y-5/15	3mu-8/12	popden-15/15	afro-1/13	hetero-13/14	youngm-2/14	own-10/15	sinpar-2/15	Pocket-Picking	Bar/Tavern/Nightclub	10-2x	DAVIDSON
61	371190022002002	MID-CHARLOTTE DERMATOLOGY AND RESEA	W DAVID CHRISTENBERY DDS	CHARLOTTE OPTHALMOLOGY CLINIC PA	SHUN LEE PALACE	DOMINOS PIZZA - COTSWOLD	inc-13/15	edu-5/15	empl-13/15	lt5y-2/15	3mu-3/12	popden-9/15	afro-3/13	hetero-6/14	youngm-5/14	own-5/15	sinpar-2/15	Pocket-Picking	Apartment/Duplex Private Res	11-0x	COLWICK
62	371190048002008	NEW DIRECTIONS TRAVEL	ROBIN WEBBER REALTY	KIDS' ACADEMY	NEW SAINT JOHN BAPTIST CHURCH	PURE PERFECTION	inc-9/15	edu-5/15	empl-7/15	lt5y-6/15	3mu-2/12	popden-7/15	afro-12/13	hetero-2/14	youngm-8/14	own-6/15	sinpar-15/15	Pocket-Picking	Other - Retail	11-1x	RUSSELL
63	371190041001008	K & K GROCERY	COVENANT REMODELING CO	CATAWBA PLACE ON GRANDIN	WELCH HYDRAULIC & REPAIR	HOUSE OF GRACE	inc-5/15	edu-13/15	empl-2/15	lt5y-8/15	3mu-4/12	popden-15/15	afro-12/13	hetero-1/14	youngm-8/14	own-7/15	sinpar-12/15	Pocket-Picking	Other - Commercial Place	11-2x	WESLEY HEIGHTS
64	371190053011000	AMERICAS BEST VALUE INN	SLAYTON COMPUTERS	MCDONALDS	hotels	BENCHMARK DENTAL LABRATORIES	inc-4/15	edu-5/15	empl-5/15	lt5y-13/15	3mu-11/12	popden-14/15	afro-7/13	hetero-13/14	youngm-11/14	own-5/15	sinpar-12/15	Pocket-Picking	Hotel/Motel	12-0x	REAGAN
65	371190037002001	AUDIO VISUAL REPAIRS	CHARLOTTE METAL FINISHING CO	FDY  INC.	VOCA CORPORATION OF N.C.	IDEAL TOOL & DIE CO INC	inc-1/15	edu-13/15	empl-1/15	lt5y-15/15	3mu-10/12	popden-1/15	afro-10/13	hetero-5/14	youngm-6/14	own-1/15	sinpar-15/15	Pocket-Picking	School - Primary or Secondary	12-0x	BANK
66	371190052003006	CHARLOTTE CUTTING TOOL CO INC	A & W ELECTRIC MOTOR REPAIR	A & W ELECTRIC INC	FIRST MT CALVARY BAPTIST CHR	BOJANGLES' FAMOUS CHICKEN	inc-1/15	edu-6/15	empl-1/15	lt5y-12/15	3mu-7/12	popden-12/15	afro-8/13	hetero-11/14	youngm-10/14	own-2/15	sinpar-13/15	Pocket-Picking	Street/Highway	12-0x	28TH
67	371190047001015	BLACKFINN CLT LLC	CONCRETE STRATEGIES LLC	FLAHERTY & COLLINS CONSTRUCTION	THE RITZ CARLTON HOTEL COMPANY LLC	ILLUM'E	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Pocket-Picking	Bar/Tavern/Nightclub	12-1x	TRADE
68	371190051002006	A-1 DISTRIBUTING CO-SUNCREST	FREEDOM METALS INC	LINDSAY HEATING & A/C INC	LIVING WORD-DELIVERANCE TEMPLE	GREEN'S BODY SHOP	inc-10/15	edu-3/15	empl-2/15	lt5y-5/15	3mu-5/12	popden-7/15	afro-12/13	hetero-2/14	youngm-6/14	own-8/15	sinpar-7/15	Pocket-Picking	Private Residence	12-1x	EDISON
69	371190047001015	CITY OF CHARLOTTE CHARLOTTE REGIONA	BOBCATS	BELLACINO'S PIZZA & GRINDERS	PRITCHARD SPORTS & ENTERTAINMENT G	CROWN CORR INC	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Pocket-Picking	Other - Public/Non-Residential	12-2x	TRADE
409	371190014002016	VICTORY TAX SVC	SPENCER MEMORIAL UNITED METH	COLLEY & INGOLD DES CONST LLC	SUGAR SOCIETY INC	ROBERTSON AIRTECH INTERNATIONAL INC	inc-11/15	edu-11/15	empl-11/15	lt5y-4/15	3mu-6/12	popden-6/15	afro-3/13	hetero-8/14	youngm-4/14	own-7/15	sinpar-7/15	Burglary/B&E	Other - Commercial Place	03-2x	36TH
146	371190017022004	PRO DRIVERS	CHARLOTTE HIBACHI GRILL	PYRAMID PRINTING & GRAPHICS	SOUTHEASTERN RENTALS, INC.	W & P TRANSMISSION	inc-9/15	edu-4/15	empl-8/15	lt5y-3/15	3mu-3/12	popden-11/15	afro-5/13	hetero-9/14	youngm-2/14	own-9/15	sinpar-5/15	Burglary/B&E	Apartment/Duplex Private Res	01-2x	DRESDEN
668	371190013001013	SHAMROCK DISCOUNT	SO SATISFIED CARD SVC	XCENTRIC'S SALON	MACNAIR-SEMANDS INC	LOYDPIERSON INC	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-9/15	afro-4/13	hetero-8/14	youngm-3/14	own-9/15	sinpar-3/15	Burglary/B&E	Convenience Store	05-1x	SHAMROCK
721	371190014001008	E SMITH COMPUTERS	MIKE'S GROCERY	NEW LIFE BAPTIST CHURCH	PLAZA ROAD PRESCHOOL	XPRESS MART 26	inc-10/15	edu-4/15	empl-9/15	lt5y-5/15	3mu-8/12	popden-15/15	afro-1/13	hetero-5/14	youngm-2/14	own-10/15	sinpar-1/15	Burglary/B&E	Apartment/Duplex Private Res	05-2x	ANDERSON
689	371190031032008	DIGITAL TOWING & RECOVERY	SIMPLY THE BEST	MINOR AGENCY	AUTOZONE INC	C & S DISTRIBUTING INC	inc-11/15	edu-2/15	empl-14/15	lt5y-6/15	3mu-4/12	popden-5/15	afro-4/13	hetero-5/14	youngm-5/14	own-11/15	sinpar-12/15	Burglary/B&E	Apartment/Duplex Private Res	05-1x	BAYLOR
42	371190031032001	BOBIT BUSINESS MEDIA	DOUGS HANDYMAN SVC	FAIRBLUFF BIBLE CHAPEL	GRACE UNITED METHODIST CHURCH	CHILDCARE NETWORK INC	inc-11/15	edu-2/15	empl-14/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-2/13	hetero-5/14	youngm-2/14	own-10/15	sinpar-4/15	Burglary/B&E	Apartment/Duplex Private Res	01-0x	HUNTER CREST
936	371190031061016	FREE LANCE SVC	HANDS ON ENGRAVING	STARMOUNT ELEMENTARY	COASTAL MOBILE DETAILING	GRAND OAKS APARTMENTS	inc-10/15	edu-6/15	empl-13/15	lt5y-6/15	3mu-7/12	popden-9/15	afro-4/13	hetero-14/14	youngm-7/14	own-9/15	sinpar-4/15	Burglary/B&E	Private Residence	06-2x	EDGEWATER
1938	371190040002001	KEVIN Q WADE	WADE SALES	AMSTERDAM VENTURES	LAURANCE REALTY ASSOCIATES LLC	WEYLAND APARTMENTS	inc-5/15	edu-7/15	empl-11/15	lt5y-11/15	3mu-6/12	popden-9/15	afro-9/13	hetero-8/14	youngm-5/14	own-11/15	sinpar-8/15	Burglary/B&E	Private Residence	12-1x	WEYLAND
1990	371190028003000	JON P BRADY	JAMES M DILLASHAW	MRS RAYMOND L SWETENBURG JR	CHARLES SCOTT MCLANAHAN	EASTOVER COMMUNICATION ARTS	inc-15/15	edu-10/15	empl-4/15	lt5y-3/15	3mu-6/12	popden-13/15	afro-1/13	hetero-2/14	youngm-4/14	own-11/15	sinpar-1/15	Burglary/B&E	Private Residence	12-2x	COLVILLE
1107	371190031061015	CAPITAL TEXTILE INC	RUEDIGER FLOORING INC	PATCH GROUP NC	READY PROPERTIES LLC	ZACK DICKSON SERVICES INC	inc-10/15	edu-6/15	empl-13/15	lt5y-6/15	3mu-7/12	popden-8/15	afro-3/13	hetero-10/14	youngm-4/14	own-12/15	sinpar-6/15	Burglary/B&E	Private Residence	07-2x	BROOKDALE
315	371190008001015	FRIENDLY STORE #2	MC ADEN PARK	RAY OF HOPE RECREATION CTR	ST PAUL CHILD DEVELOPMENT CENTER	BELMONT COMMUNITY DEVELOPMENT	inc-3/15	edu-10/15	empl-3/15	lt5y-11/15	3mu-5/12	popden-9/15	afro-9/13	hetero-7/14	youngm-3/14	own-7/15	sinpar-6/15	Burglary/B&E	Private Residence	03-0x	SEIGLE
371	371190038022000	CAROLINA TOWING	MS WANDA NURSERY	GILLIAM LOCK & KEY	ST MARK'S UNITED METHODIST CHR	JEHOVAH'S WITNESSES	inc-2/15	edu-9/15	empl-6/15	lt5y-10/15	3mu-9/12	popden-3/15	afro-10/13	hetero-5/14	youngm-3/14	own-7/15	sinpar-13/15	Burglary/B&E	Private Residence	03-1x	ROLLINGWOOD
227	371190017021005	FFI-WINTERFIELD LLC	SLC SERVICES INC	FIRST FOUNDATION CLINIC OF THE CAR-	DAWN EDUCATION CONSULTING	LOURDES INC	inc-7/15	edu-4/15	empl-12/15	lt5y-11/15	3mu-8/12	popden-7/15	afro-4/13	hetero-7/14	youngm-4/14	own-12/15	sinpar-5/15	Burglary/B&E	Private Residence	02-1x	WINTERFIELD
623	371190031061016	RENT WAY INC	TUESDAY MORNING INC	GOODWILL INDUSTRIES INC	PIEDMONT FAMILY RESTAURANT	TAQUERIA LA UNICA VI	inc-10/15	edu-6/15	empl-13/15	lt5y-6/15	3mu-7/12	popden-9/15	afro-4/13	hetero-14/14	youngm-7/14	own-9/15	sinpar-4/15	Burglary/B&E	Apartment/Duplex Private Res	05-0x	WISTERIA
677	371190012001010	HILLCREST APARTMENTS	PAYCHEX AGENCY INC	PEACHFORD COMMUNITIES	A-1 DOOR SERVICES LLC	AZTEC APARTMENTS	inc-9/15	edu-6/15	empl-9/15	lt5y-8/15	3mu-9/12	popden-1/15	afro-2/13	hetero-2/14	youngm-2/14	own-12/15	sinpar-4/15	Burglary/B&E	Private Residence	05-1x	ARNOLD
797	371190024002007	CONNAUGHT LABORATORIES INC	DREYFUS SVC CORP	RACHEL WILLIAMS INTERIORS INC	METROLINA SURGERY	B PARTHENIA RICHARDSON MD	inc-11/15	edu-4/15	empl-14/15	lt5y-9/15	3mu-10/12	popden-13/15	afro-1/13	hetero-3/14	youngm-10/14	own-4/15	sinpar-3/15	Burglary/B&E	Apartment/Duplex Private Res	06-0x	CRANBROOK
1043	371190056051000	SOMERSET APARTMENTS	U S MICRO CORPORATION	PARTY CITY	DOLLAR TREE STORES INC	CIRCUIT CITY	inc-10/15	edu-15/15	empl-9/15	lt5y-11/15	3mu-10/12	popden-2/15	afro-4/13	hetero-4/14	youngm-4/14	own-6/15	sinpar-2/15	Burglary/B&E	Apartment/Duplex Private Res	07-1x	UNIVERSITY RIDGE
1835	371190046002006	ZION PRODUCTIONS INC	ASHFORD'S JANITORIAL SVC	PHYSICAL FACILITIES	UNIVERSITY PARK ELEMENTARY	NORTHWEST HIGH SCHOOL	inc-3/15	edu-14/15	empl-1/15	lt5y-10/15	3mu-4/12	popden-7/15	afro-9/13	hetero-7/14	youngm-2/14	own-4/15	sinpar-10/15	Burglary/B&E	Apartment/Duplex Private Res	11-2x	REMINGTON
1259	371190013001004	GLEN HOLLOW APARTMENTS	FIRST FOUNDATION CLINIC OF THE CAR-	SLC SERVICES INC	LINARES MEXICAN RESTAURANT	CAROLINA TELCO FEDERAL CREDIT UNION	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	Burglary/B&E	Apartment/Duplex Private Res	08-2x	CENTRAL
603	371190051002001	LOVE WRECKER SVC	HOWEY BROTHERS CLEANING SVC	ANDERTON BARBER SHOP	FLOWERS BY LOIS (A CORP)	ST LUKE BAPTIST CHURCH	inc-10/15	edu-3/15	empl-2/15	lt5y-5/15	3mu-5/12	popden-8/15	afro-13/13	hetero-1/14	youngm-7/14	own-9/15	sinpar-15/15	Burglary/B&E	Private Residence	05-0x	MORETZ
565	371190020023015	J ALLEN BLAIR	SUZANNE G BLEDSOE	THE BRIDGE AGENCY INC	SAFECO INSURANCE CO	ROBERT DRISCOLL & ASSOC	inc-13/15	edu-7/15	empl-10/15	lt5y-4/15	3mu-7/12	popden-10/15	afro-1/13	hetero-12/14	youngm-2/14	own-11/15	sinpar-6/15	Burglary/B&E	Private Residence	04-2x	KINGSCROSS
1356	371190016032006	AAA MASONRY	STEP BY STEP HOME DAYCARE	QUEEN CITY APOSTOLIC CHURCH	SHARON MANOR HOMES INC	ALTERNATE POWER SERVICES INC	inc-9/15	edu-6/15	empl-8/15	lt5y-5/15	3mu-3/12	popden-1/15	afro-3/13	hetero-9/14	youngm-2/14	own-3/15	sinpar-5/15	Burglary/B&E	Garage/Storage - Detached	09-1x	ABBEYDALE
459	371190006002027	NEIGHBORHOOD REALTY	HIGHLAND HILL MONTESSORI	SOUTHSIDE SEAFOOD & GROCERY	UNWORLD PRODUCTIONS INC	ENTERTAINMENT	inc-11/15	edu-10/15	empl-14/15	lt5y-12/15	3mu-12/12	popden-15/15	afro-11/13	hetero-4/14	youngm-10/14	own-1/15	sinpar-1/15	Burglary/B&E	Private Residence	04-0x	MYERS
642	371190046001003	WEST CHARLOTTE HIGH SCHOOL	UNIVERSITY PARK BAPTIST CHURCH	LEREODELOS VALLES PENECOSTAL	CHARLOTTE FIRE DEPT	FOOD LION	inc-6/15	edu-8/15	empl-2/15	lt5y-4/15	3mu-1/12	popden-3/15	afro-13/13	hetero-3/14	youngm-4/14	own-7/15	sinpar-13/15	Burglary/B&E	School - Primary or Secondary	05-0x	SENIOR
966	371190015051002	PETRO EXPRESS	FOOD LION	MICROBANK SOFTWARE INC	P JEFFREY PHILLIPPI DDS PA	DAVID H KWON DDS PA	inc-8/15	edu-7/15	empl-10/15	lt5y-3/15	3mu-2/12	popden-13/15	afro-7/13	hetero-13/14	youngm-3/14	own-13/15	sinpar-7/15	Burglary/B&E	Auto Parts/Service Center	07-0x	ROCKY RIVER
1586	371190051002014	BIRS CO	HOWEY BROTHERS CLEANING SVC	CC SMITH CONSTRUCTION INC	DRUID HILLS LAUNDRAMAT	THE GABLES	inc-10/15	edu-3/15	empl-2/15	lt5y-5/15	3mu-5/12	popden-15/15	afro-10/13	hetero-1/14	youngm-10/14	own-6/15	sinpar-15/15	Burglary/B&E	Private Residence	10-2x	VANDERBILT
822	371190013001011	FAMILY DOLLAR STORE	CHARLOTTE MECKLENBURG BOARD OF ED	GARINGER HIGH SCHOOL	WEESIES HOME CARE SERVICES INC	LOMAX TILE & MARBLE INC	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-5/13	hetero-10/14	youngm-5/14	own-11/15	sinpar-5/15	Burglary/B&E	Private Residence	06-0x	MEADOW
1485	371190019121006	ADO FLOORS	HALL HEALTHCARE PRACTITIONERS	SUMMIT RIDGE APARTMENTS	LABOR LOGISTICS INC	R & A PAINTING & CLEANING CO	inc-5/15	edu-4/15	empl-4/15	lt5y-7/15	3mu-10/12	popden-15/15	afro-5/13	hetero-14/14	youngm-10/14	own-1/15	sinpar-7/15	Burglary/B&E	Apartment/Duplex Private Res	10-1x	FARM POND
1018	371190033001005	TRAVIS GROUP LTD	ELMHURST APARTMENTS	GARY K MOEN & ASSOCIATES	INGRAM SHERRIE	ST PAUL UNITED METHODIST CHR	inc-11/15	edu-4/15	empl-13/15	lt5y-6/15	3mu-9/12	popden-6/15	afro-3/13	hetero-2/14	youngm-4/14	own-12/15	sinpar-2/15	Burglary/B&E	Apartment/Duplex Private Res	07-1x	ELMHURST
1307	371190013001006	ROOF WARRANTY USA INC	E SMITH COMPUTERS	AGAPE CHILDREN'S ACADEMY	AGAPE' FAMILY CTR	MT CARMEL CHURCH OF GOD	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-9/13	hetero-7/14	youngm-11/14	own-11/15	sinpar-8/15	Burglary/B&E	Private Residence	09-0x	MCMILLAN
1248	371190030152006	JUMPIN' JACKS	BARMAN & ASSOCIATES INC	BLUEGATCO COMMUNICATIONS	MUNN & ASSOC/BUSINESSLINK INC	GRATTAN PEST SOLUTIONS INC	inc-13/15	edu-4/15	empl-14/15	lt5y-1/15	3mu-1/12	popden-7/15	afro-1/13	hetero-3/14	youngm-4/14	own-13/15	sinpar-4/15	Burglary/B&E	Private Residence	08-2x	SHAFTESBURY
837	371190013002012	INTERCLAIM	CHARLOTTE EMERGENCY HOUSING INC	CARPHONICS INC	PLAZA SEAFOOD & GROCERY	BAMA MINI SCHOOL INC	inc-5/15	edu-7/15	empl-2/15	lt5y-13/15	3mu-4/12	popden-11/15	afro-9/13	hetero-7/14	youngm-4/14	own-4/15	sinpar-12/15	Burglary/B&E	Private Residence	06-1x	STRATFORD
1832	371190014001006	MARTIN ERECTION INC	SANDWICH HOUSE (THE)	ALLIED SHEET METAL WORKS INC	THE ARC OF MECKLENBURG COUNTY, INC	DAVANT MANAGEMENT	inc-10/15	edu-4/15	empl-9/15	lt5y-5/15	3mu-8/12	popden-15/15	afro-1/13	hetero-13/14	youngm-2/14	own-10/15	sinpar-2/15	Burglary/B&E	Other - Commercial Place	11-2x	DAVIDSON
1763	371190013001016	EBEN EZER PAINT CORP	NEW LIFE BAPTIST CHURCH	THE GIANT PENNY GROCERY STORE	COMPUTER SERVICES AND SUPPORT INC	XPRESS MART 26	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-9/13	hetero-9/14	youngm-7/14	own-12/15	sinpar-9/15	Burglary/B&E	Apartment/Duplex Private Res	11-2x	ACADEMY
1636	371190045003010	TEMPLE CHAPEL BAPTIST CHURCH	SUNSHINE DAYCARE &	SERVICE AMERICA CORPORATION	SAINTS WELDING SVC	AMERICAN BUILDERS & CONTRACTORS	inc-9/15	edu-14/15	empl-5/15	lt5y-5/15	3mu-4/12	popden-5/15	afro-10/13	hetero-6/14	youngm-6/14	own-4/15	sinpar-14/15	Burglary/B&E	Private Residence	11-0x	SEPTEMBER
1597	371190053011024	GLOBAL RECYCLING INC	SOUTHERN RESOURCES	PATTIS LANDSCAPING & LAWN CARE INC	HIGHLAND ELEMENTARY	CONCRETE SUPPLY CO	inc-4/15	edu-5/15	empl-5/15	lt5y-13/15	3mu-11/12	popden-3/15	afro-9/13	hetero-8/14	youngm-4/14	own-5/15	sinpar-12/15	Burglary/B&E	Other - Commercial Place	10-2x	RALEIGH
805	371190015043000	BUDGET MANAGEMENT OF NC	MID ATLANTIC CONSTRUCTION INC	DISCOUNT TIRE & WHEEL INC	PEACH AUTO PAINT & COLLISION	COOKOUT	inc-3/15	edu-9/15	empl-3/15	lt5y-11/15	3mu-8/12	popden-8/15	afro-5/13	hetero-14/14	youngm-9/14	own-11/15	sinpar-8/15	Burglary/B&E	Other - Commercial Place	06-0x	SHARON AMITY
1623	371190019103000	ASHLEY PLACE APARTMENTS	KINDER-CARE LEARNING CENTERS INC	CIRCLE K	CHARLOTTE AUTO COLLECTION CORP	SKY EXPRESS INC	inc-7/15	edu-7/15	empl-8/15	lt5y-9/15	3mu-9/12	popden-12/15	afro-6/13	hetero-13/14	youngm-6/14	own-1/15	sinpar-14/15	Burglary/B&E	Apartment/Duplex Private Res	10-2x	IDLEWILD
1678	371190015051024	BOILERWORKS INC	SMITH GENERAL HOME REPAIRS AND REMO	UNLIMITED AUTO SOUNDS & TNTNG	INNER CITY DRYWALL INC	THE DAVEY TREE EXPERT CO	inc-8/15	edu-7/15	empl-10/15	lt5y-3/15	3mu-2/12	popden-5/15	afro-4/13	hetero-8/14	youngm-6/14	own-11/15	sinpar-10/15	Burglary/B&E	Auto Parts/Service Center	11-0x	MCDANIEL
1383	371190013001016	FAMILY DOLLAR STORE	LOMAX TILE & MARBLE INC	MINI STORAGE CTR	WEESIES HOME CARE SERVICES INC	CHARLOTTE MECKLENBURG BOARD OF ED	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-9/13	hetero-9/14	youngm-7/14	own-12/15	sinpar-9/15	Burglary/B&E	Private Residence	09-2x	ACADEMY
80	371190058112010	AMASHIPCONSULT LTD	LYNNSY LOGUE REAL ESTATE	CONDO CANDO	S & W VENTURES INC	LESLIE DEVELOPMENT	inc-12/15	edu-5/15	empl-13/15	lt5y-1/15	3mu-1/12	popden-5/15	afro-2/13	hetero-5/14	youngm-5/14	own-13/15	sinpar-1/15	Burglary/B&E	Private Residence	01-1x	WILBY
937	371190013001011	FAMILY DOLLAR STORE	CHARLOTTE MECKLENBURG BOARD OF ED	GARINGER HIGH SCHOOL	WEESIES HOME CARE SERVICES INC	LOMAX TILE & MARBLE INC	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-5/13	hetero-10/14	youngm-5/14	own-11/15	sinpar-5/15	Burglary/B&E	Private Residence	06-2x	MEADOW
1434	371190024001015	QUEEN CITY LUMBER & SUPPLY CO INC	PREMIER LANDSCAPING	JIMMY'S LAWN SVC	AUDIOLOGIC SERVICES INC	MATION ENGINEERING	inc-12/15	edu-11/15	empl-12/15	lt5y-11/15	3mu-7/12	popden-12/15	afro-1/13	hetero-1/14	youngm-11/14	own-8/15	sinpar-1/15	Burglary/B&E	Private Residence	09-2x	WEDDINGTON
1796	371190054012025	SOUTHERN BUSINESS COMMUNICATIONS	WESCO DISTRIBUTION INC.	PLIANA INC	FEDEX NATIONAL LTL INC	AROUND THE CAROLINAS MOVING INC	inc-7/15	edu-8/15	empl-4/15	lt5y-4/15	3mu-7/12	popden-3/15	afro-10/13	hetero-5/14	youngm-12/14	own-6/15	sinpar-7/15	Burglary/B&E	Church/Synagogue/Temple	11-2x	CARRIER
1164	371190044001016	WEMI SIX GROCERIES	ASHFORD'S BARBER & HAIR SALON	G G'S CUE & LOUNGE	HOSKINS AVENUE BAPTIST CHURCH	BUSY MINI MART	inc-4/15	edu-6/15	empl-4/15	lt5y-10/15	3mu-6/12	popden-10/15	afro-12/13	hetero-2/14	youngm-8/14	own-10/15	sinpar-15/15	Burglary/B&E	Apartment/Duplex Private Res	08-0x	HOSKINS
